id,id_bar,anio,semana,ESTRATO,area_barrio,dengue,concentraciones,vivienda,equipesado,sumideros,maquina,lluvia_mean,lluvia_var,lluvia_max,lluvia_min,temperatura_mean,temperatura_var,temperatura_max,temperatura_min
4_2016_04,4,2016,4,3.0,0.56,13.0,7.0,0.0,0.0,2.0,0.0,0.10400793650793651,0.4340789833032346,6.016666666666667,0.0,26.822619047619046,12.167389506700879,33.7,21.5
5_2016_04,5,2016,4,3.0,0.842,5.0,0.0,0.0,0.0,4.0,0.0,0.10400793650793651,0.4340789833032346,6.016666666666667,0.0,26.822619047619046,12.167389506700879,33.7,21.5
3_2016_04,3,2016,4,1.0,0.781,9.0,0.0,0.0,0.0,0.0,0.0,0.10400793650793651,0.4340789833032346,6.016666666666667,0.0,26.822619047619046,12.167389506700879,33.7,21.5
8_2016_04,8,2016,4,2.0,0.394,12.0,0.0,0.0,0.0,3.0,0.0,0.10400793650793651,0.4340789833032346,6.016666666666667,0.0,26.822619047619046,12.167389506700879,33.7,21.5
9_2016_04,9,2016,4,2.0,0.292,8.0,0.0,0.0,0.0,1.0,0.0,0.10400793650793651,0.4340789833032346,6.016666666666667,0.0,26.822619047619046,12.167389506700879,33.7,21.5
2_2016_04,2,2016,4,2.0,0.78,8.0,0.0,0.0,0.0,0.0,0.0,0.10400793650793651,0.4340789833032346,6.016666666666667,0.0,26.822619047619046,12.167389506700879,33.7,21.5
6_2016_04,6,2016,4,1.0,0.381,5.0,0.0,7.0,3.0,0.0,0.0,0.10400793650793651,0.4340789833032346,6.016666666666667,0.0,26.822619047619046,12.167389506700879,33.7,21.5
1_2016_04,1,2016,4,1.0,0.6,9.0,0.0,0.0,0.0,0.0,0.0,0.10400793650793651,0.4340789833032346,6.016666666666667,0.0,26.822619047619046,12.167389506700879,33.7,21.5
7_2016_04,7,2016,4,3.0,0.917,5.0,0.0,0.0,0.0,0.0,0.0,0.10400793650793651,0.4340789833032346,6.016666666666667,0.0,26.822619047619046,12.167389506700879,33.7,21.5
0_2016_04,0,2016,4,2.0,1.196,7.0,0.0,0.0,0.0,0.0,0.0,0.10400793650793651,0.4340789833032346,6.016666666666667,0.0,26.822619047619046,12.167389506700879,33.7,21.5
4_2016_05,4,2016,5,3.0,0.56,14.0,2.0,0.0,0.0,0.0,1.0,0.10277777777777777,0.6384420048791308,9.483333333333333,0.0,26.718452380952378,13.77660357855717,35.0,21.1
5_2016_05,5,2016,5,3.0,0.842,5.0,1.0,0.0,0.0,0.0,0.0,0.10277777777777777,0.6384420048791308,9.483333333333333,0.0,26.718452380952378,13.77660357855717,35.0,21.1
3_2016_05,3,2016,5,1.0,0.781,12.0,0.0,0.0,0.0,1.0,0.0,0.10277777777777777,0.6384420048791308,9.483333333333333,0.0,26.718452380952378,13.77660357855717,35.0,21.1
8_2016_05,8,2016,5,2.0,0.394,15.0,0.0,0.0,2.0,0.0,0.0,0.10277777777777777,0.6384420048791308,9.483333333333333,0.0,26.718452380952378,13.77660357855717,35.0,21.1
9_2016_05,9,2016,5,2.0,0.292,15.0,1.0,0.0,0.0,0.0,0.0,0.10277777777777777,0.6384420048791308,9.483333333333333,0.0,26.718452380952378,13.77660357855717,35.0,21.1
2_2016_05,2,2016,5,2.0,0.78,12.0,0.0,0.0,0.0,3.0,0.0,0.10277777777777777,0.6384420048791308,9.483333333333333,0.0,26.718452380952378,13.77660357855717,35.0,21.1
6_2016_05,6,2016,5,1.0,0.381,12.0,0.0,0.0,0.0,0.0,0.0,0.10277777777777777,0.6384420048791308,9.483333333333333,0.0,26.718452380952378,13.77660357855717,35.0,21.1
1_2016_05,1,2016,5,1.0,0.6,9.0,0.0,0.0,0.0,0.0,0.0,0.10277777777777777,0.6384420048791308,9.483333333333333,0.0,26.718452380952378,13.77660357855717,35.0,21.1
7_2016_05,7,2016,5,3.0,0.917,6.0,0.0,0.0,0.0,6.0,0.0,0.10277777777777777,0.6384420048791308,9.483333333333333,0.0,26.718452380952378,13.77660357855717,35.0,21.1
0_2016_05,0,2016,5,2.0,1.196,5.0,0.0,0.0,0.0,3.0,0.0,0.10277777777777777,0.6384420048791308,9.483333333333333,0.0,26.718452380952378,13.77660357855717,35.0,21.1
4_2016_06,4,2016,6,3.0,0.56,14.0,0.0,0.0,0.0,2.0,0.0,0.008551587301587301,0.005534749152488674,0.93,0.0,27.75297619047619,12.886218634160256,35.4,22.3
5_2016_06,5,2016,6,3.0,0.842,16.0,0.0,8.0,2.0,5.0,1.0,0.008551587301587301,0.005534749152488674,0.93,0.0,27.75297619047619,12.886218634160256,35.4,22.3
3_2016_06,3,2016,6,1.0,0.781,9.0,0.0,0.0,0.0,2.0,0.0,0.008551587301587301,0.005534749152488674,0.93,0.0,27.75297619047619,12.886218634160256,35.4,22.3
8_2016_06,8,2016,6,2.0,0.394,14.0,0.0,16.0,2.0,3.0,0.0,0.008551587301587301,0.005534749152488674,0.93,0.0,27.75297619047619,12.886218634160256,35.4,22.3
9_2016_06,9,2016,6,2.0,0.292,9.0,0.0,6.0,0.0,0.0,1.0,0.008551587301587301,0.005534749152488674,0.93,0.0,27.75297619047619,12.886218634160256,35.4,22.3
2_2016_06,2,2016,6,2.0,0.78,17.0,1.0,0.0,0.0,3.0,0.0,0.008551587301587301,0.005534749152488674,0.93,0.0,27.75297619047619,12.886218634160256,35.4,22.3
6_2016_06,6,2016,6,1.0,0.381,13.0,0.0,0.0,0.0,0.0,0.0,0.008551587301587301,0.005534749152488674,0.93,0.0,27.75297619047619,12.886218634160256,35.4,22.3
1_2016_06,1,2016,6,1.0,0.6,15.0,0.0,0.0,0.0,0.0,0.0,0.008551587301587301,0.005534749152488674,0.93,0.0,27.75297619047619,12.886218634160256,35.4,22.3
7_2016_06,7,2016,6,3.0,0.917,13.0,0.0,0.0,0.0,5.0,0.0,0.008551587301587301,0.005534749152488674,0.93,0.0,27.75297619047619,12.886218634160256,35.4,22.3
0_2016_06,0,2016,6,2.0,1.196,8.0,0.0,0.0,0.0,3.0,0.0,0.008551587301587301,0.005534749152488674,0.93,0.0,27.75297619047619,12.886218634160256,35.4,22.3
4_2016_07,4,2016,7,3.0,0.56,13.0,0.0,0.0,0.0,2.0,0.0,0.2033333333333333,1.8713865602129072,16.133333333333333,0.0,27.5748502994012,12.87719500757521,35.4,22.4
5_2016_07,5,2016,7,3.0,0.842,12.0,4.0,0.0,0.0,0.0,0.0,0.2033333333333333,1.8713865602129072,16.133333333333333,0.0,27.5748502994012,12.87719500757521,35.4,22.4
3_2016_07,3,2016,7,1.0,0.781,6.0,0.0,0.0,0.0,0.0,0.0,0.2033333333333333,1.8713865602129072,16.133333333333333,0.0,27.5748502994012,12.87719500757521,35.4,22.4
8_2016_07,8,2016,7,2.0,0.394,24.0,0.0,0.0,0.0,0.0,0.0,0.2033333333333333,1.8713865602129072,16.133333333333333,0.0,27.5748502994012,12.87719500757521,35.4,22.4
9_2016_07,9,2016,7,2.0,0.292,13.0,2.0,0.0,2.0,0.0,0.0,0.2033333333333333,1.8713865602129072,16.133333333333333,0.0,27.5748502994012,12.87719500757521,35.4,22.4
2_2016_07,2,2016,7,2.0,0.78,12.0,0.0,0.0,0.0,0.0,0.0,0.2033333333333333,1.8713865602129072,16.133333333333333,0.0,27.5748502994012,12.87719500757521,35.4,22.4
6_2016_07,6,2016,7,1.0,0.381,16.0,0.0,0.0,0.0,0.0,0.0,0.2033333333333333,1.8713865602129072,16.133333333333333,0.0,27.5748502994012,12.87719500757521,35.4,22.4
1_2016_07,1,2016,7,1.0,0.6,15.0,0.0,0.0,0.0,0.0,0.0,0.2033333333333333,1.8713865602129072,16.133333333333333,0.0,27.5748502994012,12.87719500757521,35.4,22.4
7_2016_07,7,2016,7,3.0,0.917,5.0,0.0,0.0,0.0,0.0,0.0,0.2033333333333333,1.8713865602129072,16.133333333333333,0.0,27.5748502994012,12.87719500757521,35.4,22.4
0_2016_07,0,2016,7,2.0,1.196,12.0,0.0,0.0,0.0,0.0,0.0,0.2033333333333333,1.8713865602129072,16.133333333333333,0.0,27.5748502994012,12.87719500757521,35.4,22.4
4_2016_08,4,2016,8,3.0,0.56,8.0,0.0,0.0,0.0,0.0,0.0,0.08936507936507937,0.1361154959921427,2.486666666666667,0.0,26.721556886227546,10.179050573551699,34.1,21.8
5_2016_08,5,2016,8,3.0,0.842,12.0,17.0,0.0,0.0,4.0,0.0,0.08936507936507937,0.1361154959921427,2.486666666666667,0.0,26.721556886227546,10.179050573551699,34.1,21.8
3_2016_08,3,2016,8,1.0,0.781,13.0,1.0,0.0,0.0,1.0,1.0,0.08936507936507937,0.1361154959921427,2.486666666666667,0.0,26.721556886227546,10.179050573551699,34.1,21.8
8_2016_08,8,2016,8,2.0,0.394,12.0,12.0,0.0,0.0,3.0,1.0,0.08936507936507937,0.1361154959921427,2.486666666666667,0.0,26.721556886227546,10.179050573551699,34.1,21.8
9_2016_08,9,2016,8,2.0,0.292,7.0,3.0,0.0,0.0,1.0,0.0,0.08936507936507937,0.1361154959921427,2.486666666666667,0.0,26.721556886227546,10.179050573551699,34.1,21.8
2_2016_08,2,2016,8,2.0,0.78,13.0,0.0,0.0,0.0,3.0,0.0,0.08936507936507937,0.1361154959921427,2.486666666666667,0.0,26.721556886227546,10.179050573551699,34.1,21.8
6_2016_08,6,2016,8,1.0,0.381,17.0,2.0,0.0,0.0,0.0,2.0,0.08936507936507937,0.1361154959921427,2.486666666666667,0.0,26.721556886227546,10.179050573551699,34.1,21.8
1_2016_08,1,2016,8,1.0,0.6,11.0,1.0,0.0,0.0,0.0,0.0,0.08936507936507937,0.1361154959921427,2.486666666666667,0.0,26.721556886227546,10.179050573551699,34.1,21.8
7_2016_08,7,2016,8,3.0,0.917,8.0,0.0,0.0,0.0,5.0,0.0,0.08936507936507937,0.1361154959921427,2.486666666666667,0.0,26.721556886227546,10.179050573551699,34.1,21.8
0_2016_08,0,2016,8,2.0,1.196,22.0,0.0,0.0,0.0,3.0,0.0,0.08936507936507937,0.1361154959921427,2.486666666666667,0.0,26.721556886227546,10.179050573551699,34.1,21.8
4_2016_09,4,2016,9,3.0,0.56,11.0,0.0,0.0,0.0,3.0,0.0,0.4977083333333333,2.950347660928143,13.85,0.0,25.882738095238096,10.597005631593964,33.6,20.8
5_2016_09,5,2016,9,3.0,0.842,8.0,4.0,0.0,0.0,4.0,0.0,0.4977083333333333,2.950347660928143,13.85,0.0,25.882738095238096,10.597005631593964,33.6,20.8
3_2016_09,3,2016,9,1.0,0.781,10.0,0.0,0.0,0.0,2.0,0.0,0.4977083333333333,2.950347660928143,13.85,0.0,25.882738095238096,10.597005631593964,33.6,20.8
8_2016_09,8,2016,9,2.0,0.394,10.0,0.0,0.0,0.0,3.0,0.0,0.4977083333333333,2.950347660928143,13.85,0.0,25.882738095238096,10.597005631593964,33.6,20.8
9_2016_09,9,2016,9,2.0,0.292,12.0,7.0,0.0,0.0,1.0,0.0,0.4977083333333333,2.950347660928143,13.85,0.0,25.882738095238096,10.597005631593964,33.6,20.8
2_2016_09,2,2016,9,2.0,0.78,14.0,0.0,0.0,0.0,3.0,0.0,0.4977083333333333,2.950347660928143,13.85,0.0,25.882738095238096,10.597005631593964,33.6,20.8
6_2016_09,6,2016,9,1.0,0.381,9.0,1.0,0.0,0.0,0.0,0.0,0.4977083333333333,2.950347660928143,13.85,0.0,25.882738095238096,10.597005631593964,33.6,20.8
1_2016_09,1,2016,9,1.0,0.6,8.0,0.0,0.0,0.0,0.0,1.0,0.4977083333333333,2.950347660928143,13.85,0.0,25.882738095238096,10.597005631593964,33.6,20.8
7_2016_09,7,2016,9,3.0,0.917,8.0,0.0,0.0,2.0,5.0,0.0,0.4977083333333333,2.950347660928143,13.85,0.0,25.882738095238096,10.597005631593964,33.6,20.8
0_2016_09,0,2016,9,2.0,1.196,21.0,0.0,0.0,0.0,3.0,0.0,0.4977083333333333,2.950347660928143,13.85,0.0,25.882738095238096,10.597005631593964,33.6,20.8
4_2016_10,4,2016,10,3.0,0.56,8.0,0.0,0.0,0.0,2.0,0.0,0.3823809523809524,1.9801369784241039,10.16,0.0,25.69404761904762,11.255413458796697,33.0,20.7
5_2016_10,5,2016,10,3.0,0.842,9.0,0.0,0.0,0.0,0.0,1.0,0.3823809523809524,1.9801369784241039,10.16,0.0,25.69404761904762,11.255413458796697,33.0,20.7
3_2016_10,3,2016,10,1.0,0.781,4.0,0.0,0.0,1.0,0.0,0.0,0.3823809523809524,1.9801369784241039,10.16,0.0,25.69404761904762,11.255413458796697,33.0,20.7
8_2016_10,8,2016,10,2.0,0.394,10.0,0.0,0.0,0.0,0.0,0.0,0.3823809523809524,1.9801369784241039,10.16,0.0,25.69404761904762,11.255413458796697,33.0,20.7
9_2016_10,9,2016,10,2.0,0.292,12.0,0.0,0.0,0.0,0.0,0.0,0.3823809523809524,1.9801369784241039,10.16,0.0,25.69404761904762,11.255413458796697,33.0,20.7
2_2016_10,2,2016,10,2.0,0.78,7.0,0.0,0.0,0.0,0.0,0.0,0.3823809523809524,1.9801369784241039,10.16,0.0,25.69404761904762,11.255413458796697,33.0,20.7
6_2016_10,6,2016,10,1.0,0.381,8.0,0.0,0.0,0.0,0.0,0.0,0.3823809523809524,1.9801369784241039,10.16,0.0,25.69404761904762,11.255413458796697,33.0,20.7
1_2016_10,1,2016,10,1.0,0.6,11.0,0.0,0.0,2.0,0.0,0.0,0.3823809523809524,1.9801369784241039,10.16,0.0,25.69404761904762,11.255413458796697,33.0,20.7
7_2016_10,7,2016,10,3.0,0.917,7.0,0.0,0.0,0.0,0.0,1.0,0.3823809523809524,1.9801369784241039,10.16,0.0,25.69404761904762,11.255413458796697,33.0,20.7
0_2016_10,0,2016,10,2.0,1.196,21.0,0.0,0.0,0.0,0.0,0.0,0.3823809523809524,1.9801369784241039,10.16,0.0,25.69404761904762,11.255413458796697,33.0,20.7
4_2016_11,4,2016,11,3.0,0.56,3.0,0.0,1.0,0.0,0.0,0.0,0.1456825396825397,0.3990702319488008,5.737500000000001,0.0,26.471929824561403,11.306697994987479,33.4,22.1
5_2016_11,5,2016,11,3.0,0.842,7.0,0.0,0.0,0.0,4.0,0.0,0.1456825396825397,0.3990702319488008,5.737500000000001,0.0,26.471929824561403,11.306697994987479,33.4,22.1
3_2016_11,3,2016,11,1.0,0.781,6.0,0.0,0.0,0.0,2.0,2.0,0.1456825396825397,0.3990702319488008,5.737500000000001,0.0,26.471929824561403,11.306697994987479,33.4,22.1
8_2016_11,8,2016,11,2.0,0.394,9.0,0.0,0.0,2.0,3.0,0.0,0.1456825396825397,0.3990702319488008,5.737500000000001,0.0,26.471929824561403,11.306697994987479,33.4,22.1
9_2016_11,9,2016,11,2.0,0.292,10.0,0.0,0.0,0.0,1.0,0.0,0.1456825396825397,0.3990702319488008,5.737500000000001,0.0,26.471929824561403,11.306697994987479,33.4,22.1
2_2016_11,2,2016,11,2.0,0.78,10.0,0.0,0.0,0.0,3.0,1.0,0.1456825396825397,0.3990702319488008,5.737500000000001,0.0,26.471929824561403,11.306697994987479,33.4,22.1
6_2016_11,6,2016,11,1.0,0.381,5.0,0.0,0.0,0.0,0.0,0.0,0.1456825396825397,0.3990702319488008,5.737500000000001,0.0,26.471929824561403,11.306697994987479,33.4,22.1
1_2016_11,1,2016,11,1.0,0.6,9.0,0.0,0.0,0.0,0.0,1.0,0.1456825396825397,0.3990702319488008,5.737500000000001,0.0,26.471929824561403,11.306697994987479,33.4,22.1
7_2016_11,7,2016,11,3.0,0.917,9.0,0.0,0.0,0.0,5.0,0.0,0.1456825396825397,0.3990702319488008,5.737500000000001,0.0,26.471929824561403,11.306697994987479,33.4,22.1
0_2016_11,0,2016,11,2.0,1.196,10.0,0.0,0.0,0.0,3.0,1.0,0.1456825396825397,0.3990702319488008,5.737500000000001,0.0,26.471929824561403,11.306697994987479,33.4,22.1
4_2016_12,4,2016,12,3.0,0.56,4.0,0.0,0.0,0.0,0.0,0.0,0.0641904761904762,0.40325562817222693,8.14,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
5_2016_12,5,2016,12,3.0,0.842,6.0,0.0,0.0,0.0,0.0,0.0,0.0641904761904762,0.40325562817222693,8.14,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
3_2016_12,3,2016,12,1.0,0.781,5.0,0.0,0.0,0.0,0.0,0.0,0.0641904761904762,0.40325562817222693,8.14,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
8_2016_12,8,2016,12,2.0,0.394,7.0,0.0,0.0,0.0,0.0,0.0,0.0641904761904762,0.40325562817222693,8.14,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
9_2016_12,9,2016,12,2.0,0.292,5.0,0.0,0.0,0.0,0.0,0.0,0.0641904761904762,0.40325562817222693,8.14,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
2_2016_12,2,2016,12,2.0,0.78,9.0,0.0,0.0,0.0,0.0,0.0,0.0641904761904762,0.40325562817222693,8.14,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
6_2016_12,6,2016,12,1.0,0.381,2.0,0.0,0.0,0.0,0.0,0.0,0.0641904761904762,0.40325562817222693,8.14,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
1_2016_12,1,2016,12,1.0,0.6,7.0,0.0,0.0,0.0,0.0,0.0,0.0641904761904762,0.40325562817222693,8.14,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
7_2016_12,7,2016,12,3.0,0.917,5.0,0.0,0.0,0.0,0.0,0.0,0.0641904761904762,0.40325562817222693,8.14,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
0_2016_12,0,2016,12,2.0,1.196,8.0,0.0,0.0,0.0,0.0,0.0,0.0641904761904762,0.40325562817222693,8.14,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
4_2016_13,4,2016,13,3.0,0.56,8.0,0.0,0.0,0.0,2.0,0.0,0.7370654761904761,9.109136657363843,24.3875,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
5_2016_13,5,2016,13,3.0,0.842,10.0,0.0,0.0,0.0,4.0,0.0,0.7370654761904761,9.109136657363843,24.3875,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
3_2016_13,3,2016,13,1.0,0.781,5.0,16.0,0.0,4.0,2.0,2.0,0.7370654761904761,9.109136657363843,24.3875,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
8_2016_13,8,2016,13,2.0,0.394,10.0,0.0,0.0,0.0,3.0,0.0,0.7370654761904761,9.109136657363843,24.3875,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
9_2016_13,9,2016,13,2.0,0.292,14.0,0.0,0.0,0.0,1.0,0.0,0.7370654761904761,9.109136657363843,24.3875,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
2_2016_13,2,2016,13,2.0,0.78,7.0,0.0,0.0,0.0,3.0,0.0,0.7370654761904761,9.109136657363843,24.3875,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
6_2016_13,6,2016,13,1.0,0.381,6.0,0.0,0.0,0.0,0.0,0.0,0.7370654761904761,9.109136657363843,24.3875,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
1_2016_13,1,2016,13,1.0,0.6,4.0,8.0,0.0,0.0,0.0,0.0,0.7370654761904761,9.109136657363843,24.3875,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
7_2016_13,7,2016,13,3.0,0.917,9.0,22.0,0.0,0.0,6.0,0.0,0.7370654761904761,9.109136657363843,24.3875,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
0_2016_13,0,2016,13,2.0,1.196,6.0,17.0,0.0,2.0,3.0,1.0,0.7370654761904761,9.109136657363843,24.3875,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
4_2016_14,4,2016,14,3.0,0.56,5.0,0.0,0.0,0.0,2.0,0.0,0.14975,0.8678939491017967,10.794,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
5_2016_14,5,2016,14,3.0,0.842,6.0,0.0,0.0,0.0,3.0,0.0,0.14975,0.8678939491017967,10.794,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
3_2016_14,3,2016,14,1.0,0.781,7.0,0.0,0.0,0.0,0.0,0.0,0.14975,0.8678939491017967,10.794,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
8_2016_14,8,2016,14,2.0,0.394,6.0,0.0,10.0,0.0,0.0,0.0,0.14975,0.8678939491017967,10.794,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
9_2016_14,9,2016,14,2.0,0.292,10.0,0.0,0.0,0.0,0.0,0.0,0.14975,0.8678939491017967,10.794,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
2_2016_14,2,2016,14,2.0,0.78,6.0,17.0,0.0,0.0,0.0,0.0,0.14975,0.8678939491017967,10.794,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
6_2016_14,6,2016,14,1.0,0.381,10.0,1.0,0.0,0.0,0.0,0.0,0.14975,0.8678939491017967,10.794,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
1_2016_14,1,2016,14,1.0,0.6,5.0,0.0,0.0,0.0,0.0,0.0,0.14975,0.8678939491017967,10.794,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
7_2016_14,7,2016,14,3.0,0.917,12.0,0.0,0.0,0.0,0.0,2.0,0.14975,0.8678939491017967,10.794,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
0_2016_14,0,2016,14,2.0,1.196,12.0,0.0,0.0,0.0,0.0,0.0,0.14975,0.8678939491017967,10.794,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
4_2016_15,4,2016,15,3.0,0.56,4.0,0.0,0.0,0.0,0.0,1.0,0.5656696428571428,3.5067828737435853,12.132000000000001,0.0,26.470175438596492,8.947487468671683,32.0,21.8
5_2016_15,5,2016,15,3.0,0.842,4.0,0.0,0.0,0.0,1.0,2.0,0.5656696428571428,3.5067828737435853,12.132000000000001,0.0,26.470175438596492,8.947487468671683,32.0,21.8
3_2016_15,3,2016,15,1.0,0.781,4.0,0.0,0.0,0.0,2.0,0.0,0.5656696428571428,3.5067828737435853,12.132000000000001,0.0,26.470175438596492,8.947487468671683,32.0,21.8
8_2016_15,8,2016,15,2.0,0.394,10.0,0.0,0.0,0.0,3.0,0.0,0.5656696428571428,3.5067828737435853,12.132000000000001,0.0,26.470175438596492,8.947487468671683,32.0,21.8
9_2016_15,9,2016,15,2.0,0.292,11.0,0.0,0.0,0.0,1.0,0.0,0.5656696428571428,3.5067828737435853,12.132000000000001,0.0,26.470175438596492,8.947487468671683,32.0,21.8
2_2016_15,2,2016,15,2.0,0.78,7.0,0.0,0.0,0.0,4.0,2.0,0.5656696428571428,3.5067828737435853,12.132000000000001,0.0,26.470175438596492,8.947487468671683,32.0,21.8
6_2016_15,6,2016,15,1.0,0.381,2.0,0.0,0.0,0.0,0.0,0.0,0.5656696428571428,3.5067828737435853,12.132000000000001,0.0,26.470175438596492,8.947487468671683,32.0,21.8
1_2016_15,1,2016,15,1.0,0.6,9.0,2.0,0.0,0.0,0.0,0.0,0.5656696428571428,3.5067828737435853,12.132000000000001,0.0,26.470175438596492,8.947487468671683,32.0,21.8
7_2016_15,7,2016,15,3.0,0.917,3.0,1.0,0.0,0.0,5.0,0.0,0.5656696428571428,3.5067828737435853,12.132000000000001,0.0,26.470175438596492,8.947487468671683,32.0,21.8
0_2016_15,0,2016,15,2.0,1.196,4.0,0.0,0.0,2.0,3.0,0.0,0.5656696428571428,3.5067828737435853,12.132000000000001,0.0,26.470175438596492,8.947487468671683,32.0,21.8
4_2016_16,4,2016,16,3.0,0.56,4.0,0.0,0.0,0.0,2.0,1.0,0.1347857142857143,0.4358670675791274,5.1819999999999995,0.0,26.921698113207544,11.958477088948785,34.8,22.1
5_2016_16,5,2016,16,3.0,0.842,7.0,0.0,0.0,2.0,4.0,0.0,0.1347857142857143,0.4358670675791274,5.1819999999999995,0.0,26.921698113207544,11.958477088948785,34.8,22.1
3_2016_16,3,2016,16,1.0,0.781,1.0,0.0,0.0,0.0,2.0,0.0,0.1347857142857143,0.4358670675791274,5.1819999999999995,0.0,26.921698113207544,11.958477088948785,34.8,22.1
8_2016_16,8,2016,16,2.0,0.394,7.0,0.0,0.0,0.0,3.0,0.0,0.1347857142857143,0.4358670675791274,5.1819999999999995,0.0,26.921698113207544,11.958477088948785,34.8,22.1
9_2016_16,9,2016,16,2.0,0.292,7.0,0.0,0.0,0.0,1.0,0.0,0.1347857142857143,0.4358670675791274,5.1819999999999995,0.0,26.921698113207544,11.958477088948785,34.8,22.1
2_2016_16,2,2016,16,2.0,0.78,7.0,0.0,0.0,0.0,3.0,0.0,0.1347857142857143,0.4358670675791274,5.1819999999999995,0.0,26.921698113207544,11.958477088948785,34.8,22.1
6_2016_16,6,2016,16,1.0,0.381,10.0,0.0,0.0,0.0,0.0,0.0,0.1347857142857143,0.4358670675791274,5.1819999999999995,0.0,26.921698113207544,11.958477088948785,34.8,22.1
1_2016_16,1,2016,16,1.0,0.6,13.0,0.0,0.0,0.0,0.0,0.0,0.1347857142857143,0.4358670675791274,5.1819999999999995,0.0,26.921698113207544,11.958477088948785,34.8,22.1
7_2016_16,7,2016,16,3.0,0.917,5.0,0.0,0.0,0.0,5.0,0.0,0.1347857142857143,0.4358670675791274,5.1819999999999995,0.0,26.921698113207544,11.958477088948785,34.8,22.1
0_2016_16,0,2016,16,2.0,1.196,10.0,0.0,0.0,0.0,4.0,0.0,0.1347857142857143,0.4358670675791274,5.1819999999999995,0.0,26.921698113207544,11.958477088948785,34.8,22.1
4_2016_17,4,2016,17,3.0,0.56,7.0,0.0,0.0,0.0,2.0,0.0,0.5722946428571428,3.204856411168734,13.3325,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
5_2016_17,5,2016,17,3.0,0.842,7.0,0.0,8.0,0.0,4.0,0.0,0.5722946428571428,3.204856411168734,13.3325,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
3_2016_17,3,2016,17,1.0,0.781,10.0,0.0,0.0,0.0,0.0,0.0,0.5722946428571428,3.204856411168734,13.3325,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
8_2016_17,8,2016,17,2.0,0.394,7.0,0.0,0.0,0.0,3.0,0.0,0.5722946428571428,3.204856411168734,13.3325,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
9_2016_17,9,2016,17,2.0,0.292,6.0,0.0,0.0,0.0,1.0,0.0,0.5722946428571428,3.204856411168734,13.3325,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
2_2016_17,2,2016,17,2.0,0.78,9.0,0.0,0.0,0.0,0.0,0.0,0.5722946428571428,3.204856411168734,13.3325,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
6_2016_17,6,2016,17,1.0,0.381,6.0,0.0,0.0,0.0,0.0,0.0,0.5722946428571428,3.204856411168734,13.3325,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
1_2016_17,1,2016,17,1.0,0.6,5.0,0.0,0.0,0.0,0.0,0.0,0.5722946428571428,3.204856411168734,13.3325,0.0,25.824777586749615,11.174080165082387,32.994039219093956,20.705364191094123
